
$GPGGA,110936.60,5521.86737672,N,01025.88436989,E,4,09,1.5,15.218,M,44.043,M,0.6,0185*70
$GPGGA,110936.65,5521.86737184,N,01025.88436780,E,4,09,1.5,15.196,M,44.043,M,0.6,0185*79
$GPGGA,110936.70,5521.86737015,N,01025.88436386,E,4,09,1.5,15.188,M,44.043,M,0.7,0185*78
$GPGGA,110936.75,5521.86737287,N,01025.88436301,E,4,09,1.5,15.200,M,44.043,M,0.8,0185*77
$GPGGA,110936.80,5521.86738021,N,01025.88437184,E,4,08,2.6,15.229,M,44.043,M,0.8,0185*78
$GPGGA,110936.85,5521.86737670,N,01025.88436892,E,4,08,2.6,15.220,M,44.043,M,0.9,0185*77
$GPGGA,110936.90,5521.86738772,N,01025.88438257,E,4,08,2.6,15.238,M,44.043,M,0.9,0185*7B
$GPGGA,110936.95,5521.86739679,N,01025.88438976,E,4,08,2.6,15.241,M,44.043,M,0.9,0185*73
$GPGGA,110937.00,5521.86737862,N,01025.88437265,E,4,08,2.6,15.217,M,44.043,M,1.0,0185*79
$GPGGA,110937.05,5521.86737784,N,01025.88437076,E,4,08,2.6,15.225,M,44.043,M,1.0,0185*7A
$GPGGA,110937.10,5521.86737507,N,01025.88437388,E,4,08,2.6,15.203,M,44.043,M,1.1,0185*70
$GPGGA,110937.15,5521.86734551,N,01025.88436522,E,4,08,2.6,15.136,M,44.043,M,1.1,0185*77
$GPGGA,110937.20,5521.86733047,N,01025.88435829,E,4,08,2.6,15.094,M,44.043,M,1.2,0185*7B
$GPGGA,110937.25,5521.86739026,N,01025.88439951,E,4,08,2.6,15.273,M,44.043,M,1.3,0185*7B
$GPGGA,110937.30,5521.86738254,N,01025.88439192,E,4,08,2.6,15.220,M,44.043,M,1.3,0185*78
$GPGGA,110937.35,5521.86738041,N,01025.88438019,E,4,08,2.6,15.223,M,44.043,M,0.3,0185*7A
$GPGGA,110937.40,5521.86736303,N,01025.88435684,E,4,08,2.6,15.181,M,44.043,M,0.4,0185*70
$GPGGA,110937.45,5521.86733357,N,01025.88432200,E,4,08,2.6,15.084,M,44.043,M,0.4,0185*7A
$GPGGA,110937.50,5521.86733832,N,01025.88431837,E,4,08,2.6,15.134,M,44.043,M,0.5,0185*70
$GPGGA,110937.55,5521.86734660,N,01025.88433172,E,4,08,2.6,15.158,M,44.043,M,0.6,0185*78
$GPGGA,110937.60,5521.86734785,N,01025.88433743,E,4,08,2.6,15.152,M,44.043,M,0.6,0185*7A
$GPGGA,110937.65,5521.86735094,N,01025.88434116,E,4,08,2.6,15.143,M,44.043,M,0.6,0185*78
$GPGGA,110937.70,5521.86735797,N,01025.88435399,E,4,08,2.6,15.175,M,44.043,M,0.7,0185*78
$GPGGA,110937.75,5521.86736044,N,01025.88435594,E,4,08,2.6,15.182,M,44.043,M,0.8,0185*7B
$GPGGA,110937.80,5521.86732232,N,01025.88433099,E,4,08,2.6,15.076,M,44.043,M,0.8,0185*72
$GPGGA,110937.85,5521.86733828,N,01025.88433500,E,4,08,2.6,15.079,M,44.043,M,0.9,0185*7C
$GPGGA,110937.90,5521.86734319,N,01025.88433130,E,4,08,2.6,15.133,M,44.043,M,0.9,0185*7E
$GPGGA,110937.95,5521.86735190,N,01025.88434034,E,4,08,2.6,15.159,M,44.043,M,0.9,0185*77
$GPGGA,110938.00,5521.86734841,N,01025.88434420,E,4,08,2.6,15.129,M,44.043,M,1.0,0185*7E
$GPGGA,110938.05,5521.86734458,N,01025.88434099,E,4,08,2.6,15.125,M,44.043,M,1.0,0185*75
$GPGGA,110938.10,5521.86734701,N,01025.88433583,E,4,08,2.6,15.139,M,44.043,M,1.1,0185*7B
$GPGGA,110938.15,5521.86734927,N,01025.88434006,E,4,08,2.6,15.148,M,44.043,M,1.1,0185*7D
$GPGGA,110938.20,5521.86734979,N,01025.88434403,E,4,08,2.6,15.143,M,44.043,M,1.2,0185*79
$GPGGA,110938.25,5521.86734534,N,01025.88433716,E,4,08,2.6,15.138,M,44.043,M,1.3,0185*74
$GPGGA,110938.30,5521.86735744,N,01025.88434931,E,4,08,2.6,15.177,M,44.043,M,0.3,0185*72
$GPGGA,110938.35,5521.86735822,N,01025.88435038,E,4,08,2.6,15.174,M,44.043,M,0.3,0185*7A
$GPGGA,110938.40,5521.86735972,N,01025.88434937,E,4,08,2.6,15.180,M,44.043,M,0.4,0185*77
$GPGGA,110938.45,5521.86735713,N,01025.88435462,E,4,08,2.6,15.155,M,44.043,M,0.4,0185*7F
$GPGGA,110938.50,5521.86735404,N,01025.88435310,E,4,08,2.6,15.157,M,44.043,M,0.5,0185*7F
$GPGGA,110938.55,5521.86735690,N,01025.88435191,E,4,08,2.6,15.172,M,44.043,M,0.6,0185*7A
$GPGGA,110938.60,5521.86735941,N,01025.88434870,E,4,08,2.6,15.181,M,44.043,M,0.6,0185*74
$GPGGA,110938.65,5521.86735748,N,01025.88435232,E,4,08,2.6,15.147,M,44.043,M,0.6,0185*71
$GPGGA,110938.70,5521.86735606,N,01025.88435071,E,4,08,2.6,15.158,M,44.043,M,0.7,0185*74
$GPGGA,110938.75,5521.86735753,N,01025.88434794,E,4,08,2.6,15.181,M,44.043,M,0.8,0185*76
$GPGGA,110938.80,5521.86735857,N,01025.88434948,E,4,08,2.6,15.183,M,44.043,M,0.8,0185*7A
$GPGGA,110938.85,5521.86736021,N,01025.88434533,E,4,08,2.6,15.189,M,44.043,M,0.9,0185*7E
$GPGGA,110938.90,5521.86735934,N,01025.88434622,E,4,08,2.6,15.189,M,44.043,M,0.9,0185*77
$GPGGA,110938.95,5521.86735953,N,01025.88434917,E,4,08,2.6,15.195,M,44.043,M,0.9,0185*77
$GPGGA,110939.00,5521.86735894,N,01025.88435052,E,4,08,2.6,15.191,M,44.043,M,1.0,0185*75
$GPGGA,110939.05,5521.86735951,N,01025.88434815,E,4,08,2.6,15.193,M,44.043,M,1.0,0185*70
$GPGGA,110939.10,5521.86735966,N,01025.88434788,E,4,08,2.6,15.194,M,44.043,M,1.1,0185*7D
$GPGGA,110939.15,5521.86735825,N,01025.88435033,E,4,08,2.6,15.172,M,44.043,M,1.1,0185*70
$GPGGA,110939.20,5521.86735809,N,01025.88435194,E,4,08,2.6,15.175,M,44.043,M,1.2,0185*70
$GPGGA,110939.25,5521.86735870,N,01025.88434845,E,4,08,2.6,15.175,M,44.043,M,1.3,0185*7E
$GPGGA,110939.30,5521.86735728,N,01025.88434905,E,4,08,2.6,15.170,M,44.043,M,1.3,0185*78
$GPGGA,110939.35,5521.86736039,N,01025.88435312,E,4,08,2.6,15.186,M,44.043,M,0.3,0185*7C
$GPGGA,110939.40,5521.86736209,N,01025.88435154,E,4,08,2.6,15.197,M,44.043,M,0.4,0185*78
$GPGGA,110939.45,5521.86735964,N,01025.88435211,E,4,08,2.6,15.192,M,44.043,M,0.4,0185*79
$GPGGA,110939.50,5521.86736208,N,01025.88435180,E,4,08,2.6,15.188,M,44.043,M,0.5,0185*7E
$GPGGA,110939.55,5521.86736242,N,01025.88435034,E,4,08,2.6,15.195,M,44.043,M,0.6,0185*74
$GPGGA,110939.60,5521.86736332,N,01025.88435292,E,4,08,2.6,15.209,M,44.043,M,0.6,0185*7C
$GPGGA,110939.65,5521.86736463,N,01025.88435761,E,4,08,2.6,15.217,M,44.043,M,0.6,0185*7C
$GPGGA,110939.70,5521.86736414,N,01025.88435536,E,4,08,2.6,15.217,M,44.043,M,0.7,0185*79
$GPGGA,110939.75,5521.86736345,N,01025.88434946,E,4,08,2.6,15.222,M,44.043,M,0.8,0185*7C
$GPGGA,110939.80,5521.86736021,N,01025.88434778,E,4,08,2.6,15.207,M,44.043,M,0.8,0185*73
$GPGGA,110939.85,5521.86735879,N,01025.88434689,E,4,08,2.6,15.190,M,44.043,M,0.9,0185*73
$GPGGA,110939.90,5521.86736108,N,01025.88433745,E,4,08,2.6,15.167,M,44.043,M,0.9,0185*75
$GPGGA,110939.95,5521.86737359,N,01025.88434118,E,4,08,2.6,15.219,M,44.043,M,0.9,0185*74
$GPGGA,110940.00,5521.86736115,N,01025.88434544,E,4,08,2.6,15.229,M,44.043,M,1.0,0185*7B
$GPGGA,110940.05,5521.86737342,N,01025.88435694,E,4,08,2.6,15.250,M,44.043,M,1.0,0185*7E
$GPGGA,110940.10,5521.86735968,N,01025.88434140,E,4,08,2.6,15.196,M,44.043,M,1.1,0185*7D
$GPGGA,110940.15,5521.86735890,N,01025.88434695,E,4,08,2.6,15.185,M,44.043,M,1.1,0185*73
