55.3687047,10.431121,19.743
55.3687047,10.431121,19.738
55.3687048,10.4311209,19.735
55.368705,10.4311209,19.733
55.3687051,10.4311208,19.732
55.3687052,10.4311208,19.731
55.3687054,10.4311207,19.732
55.3687056,10.4311206,19.734
55.3687059,10.4311206,19.737
55.3687062,10.4311205,19.741
55.3687064,10.4311205,19.746
55.3687067,10.4311204,19.751
55.3687069,10.4311204,19.756
55.3687072,10.4311204,19.764
55.3687075,10.4311204,19.771
55.3687077,10.4311204,19.778
55.3687078,10.4311204,19.785
55.3687086,10.4311204,19.808
55.3687088,10.4311203,19.819
55.368709,10.4311202,19.834
55.3687092,10.4311202,19.849
55.3687097,10.4311201,19.855
55.3687096,10.4311201,19.856
55.3687096,10.4311204,19.862
55.3687096,10.4311206,19.862
55.3687096,10.4311208,19.868
55.3687096,10.4311209,19.869
55.3687096,10.4311211,19.874
55.3687096,10.4311212,19.872
55.3687096,10.4311213,19.876
55.3687096,10.4311213,19.877
55.3687095,10.4311213,19.882
55.3687095,10.4311214,19.883
55.3687094,10.4311214,19.886
55.3687093,10.4311214,19.884
55.3687091,10.4311214,19.885
55.368709,10.4311214,19.881
55.3687088,10.4311215,19.879
55.3687086,10.4311217,19.873
55.3687083,10.4311219,19.869
55.368708,10.4311221,19.862
55.3687076,10.4311223,19.856
55.3687073,10.4311225,19.844
55.3687069,10.4311227,19.836
55.3687067,10.4311228,19.828
55.3687063,10.4311229,19.824
55.368706,10.4311229,19.818
55.3687056,10.431123,19.817
55.3687054,10.431123,19.811
55.3687051,10.4311231,19.806
55.3687048,10.4311232,19.804
55.3687043,10.4311233,19.809
55.368704,10.4311234,19.81
55.3687036,10.4311235,19.811
55.3687033,10.4311236,19.809
55.3687029,10.4311235,19.816
55.3687026,10.4311234,19.817
55.3687021,10.4311235,19.819
55.3687018,10.4311235,19.817
55.3687014,10.4311236,19.819
55.368701,10.4311237,19.817
55.3687006,10.4311237,19.818
55.3687003,10.4311237,19.814
55.3687,10.4311237,19.815
55.3686997,10.4311237,19.812
55.3686993,10.4311237,19.812
55.368699,10.4311237,19.809
55.3686986,10.4311237,19.81
55.3686983,10.4311236,19.808
55.368698,10.4311236,19.808
55.3686977,10.4311236,19.805
55.3686973,10.4311235,19.806
55.3686971,10.4311235,19.805
55.3686967,10.4311235,19.805
55.3686964,10.4311235,19.804
55.368696,10.4311234,19.804
55.3686958,10.4311234,19.801
55.3686954,10.4311234,19.801
55.3686951,10.4311234,19.799
55.3686948,10.4311234,19.804
55.3686945,10.4311233,19.805
55.3686941,10.4311233,19.81
55.3686939,10.4311232,19.811
55.3686935,10.4311232,19.814
55.3686932,10.4311232,19.814
55.3686929,10.4311231,19.816
55.3686926,10.4311231,19.815
55.3686924,10.4311231,19.816
55.3686922,10.4311231,19.814
55.3686921,10.4311231,19.812
55.3686921,10.4311231,19.809
55.3686921,10.4311231,19.807
55.3686921,10.4311231,19.807
55.3686921,10.431123,19.811
55.3686921,10.4311229,19.81
55.3686923,10.4311228,19.814
55.3686926,10.4311227,19.818
55.3686927,10.4311226,19.825
55.368693,10.4311224,19.834
55.3686932,10.4311222,19.843
55.3686934,10.4311219,19.847
55.3686933,10.4311214,19.855
55.3686932,10.4311207,19.854
55.3686932,10.4311199,19.848
55.3686931,10.4311189,19.84
55.3686931,10.4311181,19.839
55.368693,10.4311174,19.832
55.3686928,10.4311167,19.82
55.3686927,10.431116,19.804
55.3686926,10.4311153,19.783
55.3686926,10.4311146,19.757
55.3686926,10.431114,19.743
55.3686925,10.4311136,19.729
55.3686926,10.4311132,19.717
55.3686927,10.4311127,19.702
55.3686925,10.4311119,19.697
55.3686924,10.431111,19.697
55.3686924,10.4311108,19.699
55.3686899,10.4311043,19.699
55.3686892,10.4311032,19.711
55.3686886,10.4311022,19.729
55.368688,10.4311015,19.755
55.3686876,10.4311008,19.768
55.3686873,10.4311001,19.776
55.3686871,10.4310994,19.779
55.3686869,10.4310988,19.786
55.3686867,10.4310983,19.789
55.3686866,10.431098,19.799
55.3686865,10.431098,19.813
55.3686867,10.4310985,19.84
55.3686871,10.4310995,19.882
55.3686871,10.4311005,19.927
