1426509536.179021,$SFIMU,52,11,203,55,-102,2*5E
1426509536.190577,$SFIMU,52,10,205,56,-110,2*59
1426509536.203906,$SFIMU,52,11,199,55,-112,0*5D
1426509536.208649,$SFIMU,55,8,205,56,-124,-8*47
1426509536.220977,$SFIMU,59,9,203,52,-132,-36*72
1426509536.233104,$SFIMU,57,9,206,48,-137,-58*7F
1426509536.240005,$SFIMU,53,11,199,52,-130,-38*4D
1426509536.247835,$SFIMU,55,9,203,54,-143,-22*7B
1426509536.257857,$SFIMU,58,9,205,52,-160,-24*71
1426509536.267592,$SFIMU,55,14,205,50,-162,-20*44
1426509536.277545,$SFIMU,59,11,203,50,-166,-27*48
1426509536.287533,$SFIMU,56,11,201,53,-176,-15*46
1426509536.296547,$SFIMU,56,9,205,53,-182,-7*43
1426509536.306540,$SFIMU,58,12,202,55,-191,1*5F
1426509536.316542,$SFIMU,59,7,203,56,-196,-1*42
1426509536.325825,$SFIMU,62,11,202,57,-208,0*55
1426509536.335957,$SFIMU,63,10,203,55,-216,-4*70
1426509536.345575,$SFIMU,62,9,202,56,-220,-2*48
1426509536.355551,$SFIMU,60,9,202,57,-216,-1*4D
1426509536.365521,$SFIMU,65,11,202,56,-209,4*56
1426509536.374879,$SFIMU,65,9,204,57,-198,7*60
1426509536.385500,$SFIMU,66,9,200,58,-200,6*6B
1426509536.395479,$SFIMU,66,10,200,59,-192,5*59
1426509536.405434,$SFIMU,68,10,199,58,-190,4*56
1426509536.414443,$SFIMU,68,13,202,60,-183,3*5A
1426509536.424445,$SFIMU,68,11,200,57,-167,7*50
1426509536.434457,$SFIMU,70,9,198,55,-158,6*6D
1426509536.444491,$SFIMU,70,10,200,58,-151,7*52
1426509536.454479,$SFIMU,72,11,200,59,-140,6*51
1426509536.464473,$SFIMU,72,10,201,54,-134,5*5C
1426509536.474475,$SFIMU,70,10,200,56,-132,5*5B
1426509536.483489,$SFIMU,74,10,202,62,-137,5*5F
1426509536.493464,$SFIMU,73,10,200,57,-140,6*5F
1426509536.503453,$SFIMU,75,11,202,53,-135,4*5E
1426509536.513438,$SFIMU,73,9,203,57,-139,5*69
1426509536.523407,$SFIMU,76,10,198,57,-135,5*59
1426509536.533409,$SFIMU,76,10,202,55,-141,6*5B
1426509536.543380,$SFIMU,77,10,198,57,-138,6*56
1426509536.552382,$SFIMU,74,10,197,55,-138,4*5A
1426509536.562313,$SFIMU,76,9,200,56,-142,2*65
1426509536.572406,$SFIMU,79,10,200,52,-145,-8*76
1426509536.582404,$SFIMU,75,11,198,55,-153,-8*79
1426509536.592384,$SFIMU,78,9,201,49,-167,-32*7D
1426509536.602342,$SFIMU,77,8,198,48,-169,-23*7F
1426509536.612359,$SFIMU,81,11,199,50,-189,-27*4C
1426509536.622346,$SFIMU,78,11,200,50,-205,-12*48
1426509536.631318,$SFIMU,79,11,200,55,-211,0*57
1426509536.642852,$SFIMU,82,10,197,55,-224,2*5B
1426509536.651863,$SFIMU,83,10,198,56,-227,3*54
1426509536.661248,$SFIMU,84,12,198,55,-235,3*51
1426509536.671307,$SFIMU,86,10,197,55,-229,1*51
1426509536.682187,$SFIMU,85,10,197,55,-228,-1*7E
1426509536.690682,$SFIMU,87,10,201,55,-239,-2*73
1426509536.700713,$SFIMU,88,10,197,55,-247,1*57
1426509536.710724,$SFIMU,90,10,196,56,-243,6*5F
1426509536.720691,$SFIMU,90,9,196,55,-235,7*64
1426509536.729924,$SFIMU,92,11,197,57,-238,4*52
1426509536.740426,$SFIMU,93,11,197,56,-231,6*59
1426509536.750681,$SFIMU,96,11,195,56,-226,6*58
1426509536.761105,$SFIMU,95,9,197,55,-229,7*6D
1426509536.771666,$SFIMU,95,11,195,61,-218,10*65
1426509536.779428,$SFIMU,95,9,195,57,-211,6*67
1426509536.789262,$SFIMU,100,11,195,54,-206,8*68
1426509536.799656,$SFIMU,97,10,194,57,-212,7*5E
1426509536.810127,$SFIMU,98,10,194,55,-210,6*50
1426509536.820514,$SFIMU,101,9,195,57,-205,6*5E
1426509536.828426,$SFIMU,97,9,194,56,-203,6*66
1426509536.838997,$SFIMU,102,8,197,57,-206,6*5D
1426509536.849527,$SFIMU,104,7,195,57,-209,6*59
1426509536.860032,$SFIMU,105,10,194,58,-202,5*68
1426509536.867982,$SFIMU,102,11,195,59,-205,6*6A
1426509536.877715,$SFIMU,104,9,196,57,-203,7*5F
1426509536.889345,$SFIMU,107,10,193,55,-202,6*63
1426509536.898666,$SFIMU,110,11,197,56,-190,3*6E
1426509536.907380,$SFIMU,107,8,193,57,-193,5*50
1426509536.917351,$SFIMU,109,10,192,57,-189,8*60
1426509536.927331,$SFIMU,107,8,195,58,-190,4*5B
1426509536.937083,$SFIMU,107,9,195,55,-190,6*55
1426509536.948496,$SFIMU,111,12,190,54,-200,6*66
1426509536.958773,$SFIMU,114,13,193,55,-217,7*67
1426509536.966546,$SFIMU,110,11,192,56,-225,7*62
1426509536.976795,$SFIMU,113,9,194,59,-241,5*51
1426509536.987404,$SFIMU,114,11,194,54,-247,7*66
1426509536.997811,$SFIMU,115,9,191,58,-257,4*55
1426509537.008369,$SFIMU,113,10,192,56,-271,4*62
1426509537.016170,$SFIMU,116,9,191,53,-285,7*51
1426509537.026713,$SFIMU,118,9,190,58,-294,8*5A
1426509537.037243,$SFIMU,121,10,191,53,-300,6*60
1426509537.047629,$SFIMU,119,11,192,52,-303,5*68
1426509537.055537,$SFIMU,118,12,189,55,-319,8*61
1426509537.065961,$SFIMU,124,12,187,54,-321,8*6A
1426509537.076464,$SFIMU,122,11,189,56,-313,9*63
1426509537.084458,$SFIMU,124,9,189,57,-304,5*57
1426509537.094795,$SFIMU,123,11,188,55,-290,7*64
1426509537.104765,$SFIMU,126,11,186,58,-263,7*6E
1426509537.114888,$SFIMU,129,10,187,57,-230,4*6B
1426509537.125254,$SFIMU,128,11,186,57,-210,7*6B
1426509537.135723,$SFIMU,129,12,186,55,-206,7*6C
1426509537.144572,$SFIMU,128,12,187,53,-191,5*65
1426509537.154074,$SFIMU,130,11,183,52,-172,5*67
1426509537.164522,$SFIMU,131,10,183,57,-153,6*62
1426509537.174418,$SFIMU,132,10,185,52,-154,4*67
1426509537.184493,$SFIMU,132,8,184,57,-148,8*5B
1426509537.193827,$SFIMU,132,11,185,57,-144,5*63
1426509537.203808,$SFIMU,133,13,178,56,-145,6*61
1426509537.213445,$SFIMU,134,13,183,55,-140,6*64
1426509537.222830,$SFIMU,133,9,185,58,-148,6*5B
1426509537.233332,$SFIMU,135,11,184,55,-162,5*63
1426509537.247370,$SFIMU,134,13,184,60,-184,8*63
1426509537.252580,$SFIMU,136,12,185,54,-211,5*64
1426509537.261487,$SFIMU,138,8,185,55,-223,5*51
1426509537.271550,$SFIMU,137,9,185,56,-223,3*5A
1426509537.281518,$SFIMU,139,12,184,57,-219,5*61
1426509537.292751,$SFIMU,142,11,184,56,-236,6*61
1426509537.302003,$SFIMU,141,9,183,55,-244,3*5F
1426509537.311434,$SFIMU,143,11,183,59,-249,8*6E
1426509537.321389,$SFIMU,142,10,182,56,-261,7*65
1426509537.331458,$SFIMU,142,12,180,55,-253,6*66
1426509537.340358,$SFIMU,143,12,181,55,-234,7*66
1426509537.350364,$SFIMU,148,11,179,57,-220,7*6E
1426509537.362208,$SFIMU,144,9,183,58,-225,7*54
1426509537.371582,$SFIMU,146,10,176,57,-226,4*6B
1426509537.383811,$SFIMU,148,13,178,58,-223,3*65
1426509537.390613,$SFIMU,149,11,179,58,-219,4*69
1426509537.401970,$SFIMU,149,11,180,55,-220,3*6F
1426509537.410948,$SFIMU,149,10,176,56,-232,6*62
1426509537.419395,$SFIMU,150,11,175,57,-222,6*68
1426509537.429362,$SFIMU,152,10,178,59,-215,6*6C
1426509537.439320,$SFIMU,151,10,176,55,-206,7*6E
1426509537.449788,$SFIMU,152,14,174,57,-208,4*64
1426509537.459397,$SFIMU,152,10,176,58,-222,5*64
1426509537.469367,$SFIMU,155,11,179,55,-234,5*67
1426509537.478385,$SFIMU,156,12,179,57,-235,3*62
1426509537.488338,$SFIMU,157,11,172,56,-229,4*60
1426509537.498316,$SFIMU,156,9,175,55,-223,5*57
1426509537.507872,$SFIMU,157,12,173,59,-218,4*6F
1426509537.518405,$SFIMU,158,10,171,56,-212,8*69
1426509537.528929,$SFIMU,159,12,174,56,-211,3*67
1426509537.538930,$SFIMU,160,12,173,53,-217,6*6C
1426509537.547680,$SFIMU,159,13,172,60,-237,4*66
1426509537.557675,$SFIMU,162,11,171,54,-244,7*6F
1426509537.568866,$SFIMU,165,13,166,54,-242,3*6E
1426509537.579211,$SFIMU,164,12,172,53,-243,5*6B
1426509537.587143,$SFIMU,165,9,169,55,-244,5*5B
1426509537.597445,$SFIMU,167,9,167,56,-251,3*56
1426509537.607734,$SFIMU,167,11,171,56,-248,7*64
1426509537.618205,$SFIMU,166,12,170,59,-241,9*6F
1426509537.626244,$SFIMU,169,10,171,59,-224,7*6E
1426509537.636833,$SFIMU,166,11,169,57,-215,5*67
1426509537.647510,$SFIMU,167,12,168,60,-217,5*62
1426509537.657754,$SFIMU,169,13,170,60,-222,7*60
1426509537.668156,$SFIMU,169,11,170,57,-217,7*60
1426509537.676086,$SFIMU,171,11,168,57,-215,7*62
1426509537.686693,$SFIMU,172,12,165,59,-214,7*60
1426509537.697142,$SFIMU,175,11,167,59,-208,6*6A
1426509537.707660,$SFIMU,172,11,168,59,-224,5*6F
1426509537.715621,$SFIMU,174,14,166,59,-248,5*68
1426509537.726319,$SFIMU,176,10,168,57,-264,6*63
1426509537.736834,$SFIMU,177,11,166,58,-261,5*64
1426509537.744800,$SFIMU,177,10,164,60,-261,6*6F
1426509537.755326,$SFIMU,179,11,162,57,-248,4*6B
1426509537.765933,$SFIMU,179,9,162,58,-234,4*56
1426509537.776573,$SFIMU,180,11,162,58,-225,4*69
1426509537.784427,$SFIMU,183,12,159,58,-225,6*63
1426509537.794977,$SFIMU,181,10,160,64,-224,13*53
1426509537.805326,$SFIMU,182,14,164,71,-210,24*57
1426509537.815825,$SFIMU,183,10,163,73,-214,27*50
1426509537.824481,$SFIMU,187,11,156,66,-205,16*55
1426509537.835076,$SFIMU,186,12,160,60,-212,9*6C
1426509537.844952,$SFIMU,187,10,158,61,-210,9*67
1426509537.854415,$SFIMU,186,11,156,57,-187,9*61
1426509537.863764,$SFIMU,189,11,155,59,-158,9*61
1426509537.872880,$SFIMU,189,11,154,58,-132,3*67
1426509537.883307,$SFIMU,189,12,157,57,-110,5*6E
1426509537.892874,$SFIMU,186,11,151,56,-94,4*59
1426509537.902548,$SFIMU,187,12,155,61,-86,7*5B
1426509537.911619,$SFIMU,191,9,158,57,-86,4*6D
1426509537.921569,$SFIMU,189,11,155,60,-80,5*53
1426509537.932629,$SFIMU,191,13,157,57,-68,5*58
1426509537.943123,$SFIMU,192,11,157,57,-66,6*54
1426509537.953594,$SFIMU,191,11,155,59,-54,5*59
1426509537.961434,$SFIMU,191,11,152,57,-47,4*53
1426509537.971478,$SFIMU,190,10,155,58,-59,4*54
1426509537.980839,$SFIMU,190,12,158,57,-67,5*58
1426509537.990562,$SFIMU,191,10,158,57,-97,6*57
1426509538.000870,$SFIMU,192,8,158,59,-113,6*5E
1426509538.010773,$SFIMU,191,10,157,58,-124,7*6F
1426509538.020905,$SFIMU,192,11,156,57,-144,5*67
1426509538.030890,$SFIMU,194,12,149,58,-149,4*6F
1426509538.040889,$SFIMU,192,12,153,57,-147,4*63
1426509538.050428,$SFIMU,193,10,152,58,-143,4*6A
1426509538.059446,$SFIMU,193,12,152,56,-137,4*65
1426509538.069448,$SFIMU,195,11,154,57,-143,4*64
1426509538.079368,$SFIMU,196,14,151,58,-147,6*6E
1426509538.089389,$SFIMU,193,10,152,57,-150,6*65
1426509538.099754,$SFIMU,197,11,151,59,-140,6*6C
1426509538.108689,$SFIMU,196,12,150,57,-122,4*67
1426509538.118699,$SFIMU,197,9,149,56,-103,7*55
1426509538.128718,$SFIMU,198,9,151,57,-99,5*62
1426509538.138556,$SFIMU,196,9,149,61,-83,5*6B
1426509538.148365,$SFIMU,198,10,149,58,-78,6*50
1426509538.158407,$SFIMU,201,10,148,58,-72,4*5A
1426509538.168400,$SFIMU,199,12,153,58,-89,5*55
